EmployeeID,Age,Education,Gender,DistanceFromHome,MaritalStatus,NumCompaniesWorked,DepartmentType,JobRole,JobLevel,JobInvolvement,JobSatisfaction,JobMonthlyIncome,BusinessTravel,JobStockOptionLevel,JobRelationshipSatisfaction,WorkEnvironmentSatisfaction,JobPercentSalaryHike,JobPerformanceRating,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Attrition
E0547,29,3,Male,10,Single,1,Sales,Sales Representative,1,3,3,2642,Travel_Rarely,0,3,3,11,3,3,1,1,0,0,0,6,No
E0548,42,3,Male,19,Divorced,6,Research & Development,Research Scientist,1,4,3,2759,Travel_Frequently,0,4,3,12,3,3,7,2,2,2,2,2,Yes
E0549,43,3,Male,15,Married,3,Sales,Sales Executive,2,2,4,6804,Travel_Frequently,1,3,4,18,3,3,7,2,2,2,2,5,No
E0550,34,2,Female,8,Single,3,Research & Development,Healthcare Representative,2,3,3,6142,Travel_Rarely,0,4,2,11,3,3,10,5,1,4,3,2,No
E0551,23,1,Male,9,Married,1,Research & Development,Laboratory Technician,1,3,1,2500,Travel_Rarely,1,4,2,14,3,4,5,4,3,0,2,2,No
E0552,39,3,Female,3,Married,9,Human Resources,Human Resources,2,4,,6389,Travel_Rarely,1,3,3,15,3,1,12,8,3,3,6,3,No
E0553,56,3,Male,9,Married,7,Research & Development,Healthcare Representative,4,3,4,11103,Travel_Rarely,0,3,3,11,3,2,30,10,7,1,1,1,No
E0554,40,1,Female,2,Single,0,Research & Development,Research Scientist,1,2,4,2342,Travel_Rarely,0,4,4,20,4,2,5,4,2,2,3,2,No
E0555,27,3,Female,7,Single,8,Research & Development,Healthcare Representative,2,2,1,6811,Travel_Rarely,0,1,4,19,3,1,9,7,6,0,7,2,No
E0556,29,3,Male,10,Divorced,1,Sales,Sales Representative,1,3,2,2297,Travel_Rarely,2,4,4,14,3,3,2,2,2,2,2,2,No
E0557,53,3,Male,6,Single,2,Research & Development,Laboratory Technician,2,3,4,2450,Travel_Rarely,0,4,4,17,3,3,19,2,2,2,2,4,No
E0558,35,4,Female,2,Divorced,2,Research & Development,Healthcare Representative,2,3,1,5093,Non-Travel,1,1,4,11,3,4,16,1,0,0,0,2,No
E0559,32,4,Male,,Married,1,Research & Development,Laboratory Technician,2,3,4,5309,Travel_Frequently,2,4,1,15,3,3,10,10,8,4,7,2,No
E0560,38,5,Male,2,Married,6,Research & Development,Research Scientist,1,3,3,3057,Travel_Rarely,1,2,4,13,3,1,6,1,0,0,1,0,No
E0561,34,5,Female,8,Divorced,3,Research & Development,Manufacturing Director,2,3,1,5121,Travel_Rarely,1,3,2,14,3,3,7,0,0,0,0,3,No
E0562,52,4,Male,3,Married,1,Sales,Manager,4,2,1,16856,Travel_Rarely,0,1,3,11,3,4,34,34,6,1,16,3,No
E0563,33,4,Male,1,Single,1,Research & Development,Research Scientist,1,3,4,2686,Travel_Rarely,0,3,4,13,3,2,10,10,9,7,8,2,Yes
E0564,25,1,Female,26,Single,1,Sales,Sales Executive,2,3,4,6180,Travel_Rarely,0,2,3,23,4,2,6,6,5,1,4,5,No
E0565,45,2,Male,2,Single,0,Sales,Sales Representative,2,1,3,6632,Travel_Rarely,0,1,2,13,3,3,9,8,7,3,1,3,No
E0566,23,1,Male,10,Single,1,Research & Development,Research Scientist,1,4,3,3505,Travel_Rarely,0,4,1,18,3,3,2,2,2,0,2,3,No
E0567,47,2,Female,27,Single,4,Sales,Sales Executive,2,4,3,6397,Travel_Frequently,0,4,2,12,3,3,8,5,4,1,3,2,Yes
E0568,34,3,Male,2,Single,1,Sales,Sales Executive,2,3,4,6274,Travel_Rarely,0,,4,22,4,3,6,6,5,1,4,5,No
E0569,55,3,Male,2,Married,5,Research & Development,Manager,5,3,,19859,Travel_Rarely,1,4,4,13,3,3,24,5,2,1,4,2,Yes
E0570,36,4,Male,,Single,1,Sales,Sales Executive,3,2,1,7587,Non-Travel,0,2,1,15,3,3,10,10,7,0,9,1,No
E0571,52,4,Male,19,Married,0,Research & Development,Research Scientist,1,3,4,4258,Non-Travel,1,1,4,18,3,3,5,4,3,1,2,3,No
E0572,26,2,Female,1,Divorced,3,Research & Development,Laboratory Technician,1,1,4,4364,Travel_Frequently,1,1,1,14,3,3,5,2,2,2,0,2,No
E0573,29,3,Female,27,Married,4,Research & Development,Healthcare Representative,2,3,3,4335,Travel_Rarely,1,1,2,12,3,2,11,8,7,1,1,3,No
E0574,26,3,Male,8,Single,6,Sales,Sales Executive,2,2,1,5326,Travel_Rarely,0,3,4,17,3,2,6,4,3,1,2,2,Yes
E0575,34,4,Female,1,Single,2,Research & Development,Research Scientist,1,4,4,3280,Travel_Rarely,0,3,2,16,3,3,10,4,2,1,3,2,No
E0576,54,4,Female,19,Divorced,9,Research & Development,Manufacturing Director,2,3,1,5485,Travel_Rarely,2,2,4,11,3,3,9,5,3,1,4,4,No
E0577,27,1,Male,8,Married,0,Sales,Sales Executive,2,3,4,4342,Travel_Frequently,1,2,3,19,3,3,5,4,2,1,1,3,No
E0578,37,1,Female,10,Divorced,0,Research & Development,Research Scientist,1,3,1,2782,Travel_Rarely,2,2,4,13,3,2,6,5,3,4,3,3,No
E0579,38,4,Female,2,Single,6,Research & Development,Manufacturing Director,2,4,1,5980,Travel_Frequently,0,4,1,12,3,3,17,15,7,4,12,2,No
E0580,34,4,Female,2,Single,1,Research & Development,Research Scientist,1,2,1,4381,Travel_Rarely,0,3,3,11,3,3,6,6,5,1,3,3,No
E0581,35,4,Female,8,Married,1,Sales,Sales Representative,1,3,4,2572,Travel_Rarely,1,2,1,16,3,2,3,3,2,0,2,1,No
E0582,30,3,Male,1,Married,3,Research & Development,Laboratory Technician,1,1,3,3833,Travel_Rarely,2,3,4,21,4,3,7,2,2,0,2,2,No
E0583,40,2,Female,2,Married,1,Research & Development,Healthcare Representative,2,4,2,4244,Travel_Frequently,1,4,3,24,4,3,8,8,7,3,7,2,No
E0584,34,2,Female,8,Married,5,Sales,Sales Executive,2,3,,6500,Travel_Rarely,1,2,3,17,3,3,6,3,2,1,2,1,No
E0585,42,3,Male,8,Divorced,1,Research & Development,Manager,5,3,4,18430,Travel_Frequently,1,2,2,13,3,2,24,24,7,14,9,4,No
E0586,23,3,Male,6,Married,1,Research & Development,Laboratory Technician,1,4,1,1601,Travel_Rarely,2,3,3,21,4,3,1,0,0,0,0,2,Yes
E0587,24,3,Male,9,Divorced,1,Research & Development,Laboratory Technician,1,2,2,2694,Non-Travel,3,3,3,11,3,3,1,1,0,0,0,4,No
E0588,52,4,Female,11,Married,8,Research & Development,Laboratory Technician,2,3,3,3149,Travel_Rarely,1,2,4,20,4,3,9,5,2,1,4,3,No
E0589,50,3,Male,2,Married,5,Research & Development,Research Director,4,3,3,17639,Travel_Rarely,0,4,3,16,3,3,30,4,3,0,3,3,No
E0590,29,2,Female,1,Married,1,Research & Development,Laboratory Technician,1,2,1,2319,Travel_Rarely,1,4,2,11,3,3,1,1,0,0,0,1,Yes
E0591,33,3,Male,7,Married,0,Research & Development,Research Director,3,3,3,11691,Travel_Rarely,0,4,3,11,3,4,14,13,9,3,7,3,No
E0592,33,3,Female,16,Single,5,Sales,Sales Executive,2,3,1,5324,Travel_Rarely,0,3,1,15,3,3,6,3,2,0,2,3,Yes
E0593,47,2,Female,2,Married,1,Research & Development,Manager,4,3,4,16752,Travel_Rarely,1,3,3,11,3,2,26,26,14,3,0,3,No
E0594,36,3,Female,1,Married,0,Research & Development,Manufacturing Director,2,3,2,5228,Travel_Rarely,1,1,3,15,3,3,10,9,7,0,5,2,No
E0595,29,2,Male,23,Married,1,Research & Development,Research Scientist,1,4,3,2700,Travel_Rarely,1,3,3,24,4,3,10,10,7,0,7,3,No
E0596,58,4,Male,2,Single,7,Research & Development,Research Director,5,3,2,19246,Travel_Rarely,0,4,4,12,3,3,40,31,15,13,8,2,Yes
E0597,35,4,Female,1,Single,3,Research & Development,Research Scientist,1,4,3,2506,Travel_Rarely,0,3,4,13,3,3,7,2,2,2,2,0,No
E0598,42,2,Female,1,Married,9,Research & Development,Manufacturing Director,2,2,4,6062,Travel_Rarely,1,4,4,13,3,3,8,4,3,0,2,4,No
E0599,28,4,Male,2,Single,6,Research & Development,Research Scientist,1,3,3,4382,Travel_Rarely,0,4,3,17,3,2,5,2,2,2,1,3,Yes
E0600,36,3,Male,13,Married,4,Human Resources,Human Resources,1,3,2,2143,Travel_Rarely,1,2,3,13,3,3,8,5,2,0,4,2,No
E0601,32,3,Female,4,Married,1,Research & Development,Manufacturing Director,2,2,3,6162,Travel_Rarely,1,3,3,12,3,3,14,14,13,6,8,3,No
E0602,40,4,Male,16,Single,6,Research & Development,Laboratory Technician,2,2,3,5094,Travel_Frequently,0,4,1,14,3,3,10,1,0,0,0,6,No
E0603,30,3,Female,2,Single,5,Research & Development,Manufacturing Director,2,2,4,6877,Travel_Rarely,0,2,3,24,4,2,12,0,0,0,0,4,No
E0604,45,3,Female,2,Single,1,Research & Development,Research Scientist,1,2,3,2274,Travel_Rarely,0,4,2,14,3,3,1,1,0,0,0,3,No
E0605,42,3,Male,29,Married,1,Research & Development,Manufacturing Director,2,3,2,4434,Travel_Rarely,1,4,2,13,3,2,10,9,8,7,8,3,No
E0606,38,3,Male,12,Divorced,2,Research & Development,Healthcare Representative,2,2,1,6288,Travel_Frequently,1,3,1,15,3,2,13,4,3,1,2,3,No
E0607,34,4,Female,16,Single,1,Research & Development,Research Scientist,1,2,4,2553,Travel_Frequently,0,3,3,16,3,3,6,5,2,1,3,3,No
E0608,49,3,Female,11,Married,1,Sales,Sales Executive,3,3,4,7654,Travel_Rarely,2,1,3,18,3,4,9,9,8,7,7,3,Yes
E0609,55,1,Male,2,Single,4,Sales,Sales Executive,2,3,4,5160,Travel_Rarely,0,3,3,16,3,2,12,9,7,7,3,3,Yes
E0610,43,2,Male,14,Married,6,Research & Development,Research Director,4,3,1,17159,Travel_Rarely,1,3,2,24,4,3,22,4,1,1,0,3,No
E0611,27,1,Male,5,Divorced,1,Research & Development,Research Director,3,2,4,12808,Travel_Rarely,1,2,3,16,3,3,9,9,8,0,8,3,No
E0612,35,3,Male,7,Single,3,Research & Development,Manufacturing Director,3,3,3,10221,Travel_Rarely,0,2,3,21,4,4,17,8,5,1,6,3,No
E0613,28,4,Female,2,Married,1,Sales,Sales Executive,2,3,2,4779,Travel_Rarely,0,1,2,20,4,3,8,8,7,7,5,2,No
E0614,34,2,Male,3,Married,0,Human Resources,Human Resources,1,3,,3737,Travel_Rarely,1,3,3,19,3,1,4,3,2,0,2,1,No
E0615,26,2,Female,5,Married,1,Research & Development,Research Scientist,1,2,3,2366,Travel_Frequently,1,1,3,14,3,3,8,8,7,1,7,2,Yes
E0616,27,3,Male,3,Married,1,Research & Development,Research Scientist,1,3,4,1706,Non-Travel,3,3,4,11,3,2,0,0,0,0,0,6,No
E0617,51,4,Female,26,Married,2,Sales,Manager,4,3,3,16307,Travel_Rarely,1,3,1,14,3,2,29,20,6,4,17,2,No
E0618,44,3,Male,4,Single,9,Research & Development,Healthcare Representative,2,3,2,5933,Travel_Rarely,0,4,4,12,3,2,10,5,2,2,3,2,No
E0619,25,1,Male,2,Single,7,Research & Development,Research Scientist,1,4,1,3424,Travel_Rarely,0,3,1,13,3,2,6,4,3,0,1,3,No
E0620,33,3,Male,1,Divorced,1,Sales,Sales Executive,2,4,1,4037,Travel_Rarely,1,1,1,22,4,3,9,9,8,0,8,5,No
E0621,35,1,Female,27,Single,1,Research & Development,Research Scientist,1,2,1,2559,Travel_Rarely,0,4,3,11,3,2,6,6,5,1,1,3,No
E0622,36,2,Male,1,Married,1,Sales,Sales Executive,2,3,4,6201,Travel_Rarely,1,4,2,14,3,2,18,18,14,4,11,1,No
E0623,32,4,Male,13,Divorced,2,Sales,Sales Executive,2,3,4,4403,Travel_Rarely,1,3,2,11,3,2,8,5,2,0,3,3,No
E0624,30,4,Male,5,Divorced,9,Research & Development,Research Scientist,1,2,4,3761,Travel_Frequently,1,2,2,12,3,2,10,5,4,0,3,3,No
E0625,53,2,Female,7,Married,7,Sales,Sales Executive,3,2,,10934,Travel_Rarely,1,4,1,18,3,3,35,5,2,0,4,3,No
E0626,45,3,Male,9,Divorced,4,Sales,Sales Executive,3,3,1,10761,Travel_Rarely,1,3,4,12,3,3,18,5,4,0,2,2,No
E0627,32,2,Female,8,Married,5,Research & Development,Research Scientist,2,4,3,5175,Travel_Rarely,1,3,3,12,3,2,9,5,3,1,3,3,No
E0628,52,4,Female,25,Married,3,Research & Development,Manufacturing Director,4,2,4,13826,Travel_Frequently,0,3,3,22,4,3,31,9,8,0,0,3,No
E0629,37,4,Male,16,Divorced,4,Sales,Sales Executive,2,2,3,6334,Travel_Rarely,2,4,4,19,3,3,9,1,0,0,0,2,No
E0630,28,2,Male,8,Divorced,1,Human Resources,Human Resources,1,2,4,4936,Travel_Rarely,1,4,2,13,3,3,6,5,1,0,4,6,No
E0631,22,2,Male,1,Married,6,Research & Development,Manufacturing Director,2,2,4,4775,Travel_Rarely,2,1,4,22,4,1,4,2,2,2,2,2,No
E0632,44,4,Male,8,Married,2,Research & Development,Laboratory Technician,1,4,4,2818,Travel_Rarely,1,3,1,24,4,2,10,3,2,0,2,2,No
E0633,42,1,Male,2,Single,5,Research & Development,Research Scientist,1,3,4,2515,Travel_Frequently,0,4,2,14,3,3,8,2,1,2,2,2,No
E0634,36,3,Male,8,Married,0,Human Resources,Human Resources,1,2,1,2342,Travel_Rarely,0,3,1,21,4,3,6,5,4,0,3,3,No
E0635,25,1,Male,3,Married,1,Sales,Sales Executive,2,3,1,4194,Travel_Rarely,0,4,3,18,3,3,5,5,3,0,3,3,No
E0636,35,3,Female,9,Married,1,Research & Development,Manufacturing Director,3,2,3,10685,Travel_Rarely,1,2,4,20,4,3,17,17,14,5,15,2,No
E0637,35,4,Female,25,Divorced,1,Research & Development,Research Scientist,1,3,2,2022,Travel_Frequently,1,1,4,19,3,2,10,10,2,7,8,3,Yes
E0638,32,3,Male,,Divorced,0,Research & Development,Laboratory Technician,1,3,4,2314,Non-Travel,1,2,4,12,3,3,4,3,0,0,2,2,No
E0639,25,1,Male,4,Married,1,Sales,Sales Executive,2,2,,4256,Travel_Rarely,0,1,3,12,3,4,5,5,2,0,3,1,No
E0640,49,3,Female,1,Married,2,Research & Development,Research Scientist,1,3,1,3580,Travel_Rarely,1,2,3,16,3,3,7,4,2,0,2,2,No
E0641,24,1,Male,4,Married,0,Research & Development,Laboratory Technician,1,2,4,3162,Non-Travel,0,4,1,17,3,2,6,5,2,3,4,2,No
E0642,32,2,Male,5,Married,1,Sales,Sales Executive,2,3,2,6524,Travel_Frequently,1,4,2,14,3,3,10,10,8,5,3,3,No
E0643,38,3,Male,9,Married,0,Sales,Sales Representative,1,2,2,2899,Travel_Rarely,1,4,2,19,3,3,3,2,2,1,2,3,No
E0644,42,3,Female,3,Married,2,Research & Development,Laboratory Technician,2,4,4,5231,Travel_Rarely,1,2,3,13,3,2,17,5,3,1,3,1,No
E0645,31,4,Male,11,Married,3,Research & Development,Research Scientist,1,3,4,2356,Travel_Rarely,1,2,4,19,3,3,8,6,4,0,2,2,No
E0646,29,3,Female,1,Divorced,6,Sales,Sales Representative,1,2,3,2800,Travel_Rarely,3,3,2,19,3,3,5,3,2,0,2,3,Yes
E0647,53,3,Male,8,Married,5,Sales,Sales Executive,4,3,4,11836,Travel_Rarely,1,3,1,14,3,3,28,2,0,2,2,3,No
E0648,35,3,Male,25,Married,3,Research & Development,Manufacturing Director,3,2,2,10903,Travel_Rarely,0,1,4,16,3,3,16,13,10,4,8,2,No
E0649,37,2,Female,21,Married,5,Sales,Sales Representative,1,3,4,2973,Travel_Frequently,1,2,3,15,3,3,10,5,4,0,0,3,No
E0650,53,4,Female,23,Single,6,Research & Development,Research Director,4,3,4,14275,Travel_Rarely,0,3,4,18,3,3,33,12,9,3,8,0,No
E0651,43,3,Female,1,Married,4,Research & Development,Healthcare Representative,2,3,4,5562,Travel_Frequently,1,2,4,13,3,2,12,5,2,2,2,2,No
E0652,47,2,Female,2,Married,0,Sales,Sales Executive,2,3,4,4537,Travel_Rarely,1,1,3,22,4,3,8,7,6,7,7,2,No
E0653,37,2,Male,19,Single,1,Sales,Sales Executive,3,3,2,7642,Non-Travel,0,4,1,13,3,3,10,10,0,0,9,2,No
E0654,50,4,Male,2,Divorced,1,Research & Development,Manager,4,3,1,17924,Non-Travel,1,4,1,11,3,3,31,31,6,14,7,3,No
E0655,39,3,Female,2,Married,8,Human Resources,Human Resources,2,2,4,5204,Travel_Rarely,2,3,4,11,3,3,13,5,4,0,4,2,No
E0656,33,2,Male,3,Divorced,3,Human Resources,Human Resources,1,3,2,2277,Travel_Rarely,1,3,4,11,3,4,7,4,3,0,3,4,No
E0657,32,4,Male,25,Single,1,Research & Development,Laboratory Technician,1,3,4,2795,Travel_Rarely,0,3,1,24,4,1,1,1,0,0,1,2,Yes
E0658,29,1,Female,7,Divorced,6,Research & Development,Laboratory Technician,1,2,4,2532,Travel_Rarely,3,3,1,14,3,3,8,4,3,0,3,5,No
E0659,44,2,Male,9,Married,1,Research & Development,Research Scientist,1,3,1,2559,Travel_Rarely,0,4,2,13,3,3,8,8,7,7,1,0,No
E0660,28,4,Male,5,Single,1,Sales,Sales Executive,2,3,4,4908,Travel_Rarely,0,2,1,14,3,3,4,4,2,0,2,3,No
E0661,58,1,Male,2,Divorced,9,Research & Development,Laboratory Technician,1,2,4,2380,Travel_Frequently,1,4,4,14,3,2,3,1,0,0,0,3,Yes
E0662,43,3,Female,8,Divorced,4,Research & Development,Manufacturing Director,2,3,2,4765,Travel_Rarely,1,3,1,21,4,4,4,1,0,0,0,2,No
E0663,20,3,Female,2,Single,1,Sales,Sales Representative,1,2,,2044,Travel_Rarely,0,4,3,13,3,2,2,2,2,0,2,3,Yes
E0664,21,1,Female,18,Single,1,Research & Development,Research Scientist,1,3,4,2693,Travel_Rarely,0,1,4,19,3,2,1,1,0,0,0,3,Yes
E0665,36,1,Male,,Married,0,Research & Development,Healthcare Representative,2,3,4,6586,Travel_Rarely,1,1,3,17,3,2,17,16,8,4,11,2,No
E0666,47,4,Female,2,Single,1,Sales,Sales Representative,1,2,4,3294,Travel_Rarely,0,1,4,18,3,2,3,3,2,1,2,3,No
E0667,22,1,Female,3,Married,0,Research & Development,Manufacturing Director,2,3,3,4171,Travel_Rarely,1,1,2,19,3,4,4,3,2,0,2,3,Yes
E0668,41,4,Female,2,Divorced,4,Research & Development,Laboratory Technician,1,1,4,2778,Travel_Rarely,1,3,2,13,3,2,10,7,7,1,0,1,Yes
E0669,28,3,Female,9,Divorced,5,Research & Development,Research Scientist,1,3,3,2377,Travel_Rarely,1,2,3,18,3,3,6,2,2,2,2,2,No
E0670,39,3,Male,6,Married,7,Research & Development,Laboratory Technician,1,3,1,2404,Travel_Rarely,0,4,4,21,4,1,8,2,2,2,2,2,Yes
E0671,27,3,Female,4,Single,1,Research & Development,Research Scientist,1,3,3,2318,Travel_Rarely,0,3,2,19,3,3,1,1,1,0,0,2,No
E0672,34,3,Male,10,Divorced,1,Research & Development,Laboratory Technician,1,3,2,2008,Travel_Rarely,2,2,2,14,3,3,1,1,0,1,0,3,No
E0673,42,2,Female,14,Single,7,Sales,Sales Executive,2,2,3,6244,Travel_Rarely,0,1,3,17,3,3,10,5,4,0,3,6,No
E0674,33,4,Male,1,Single,3,Research & Development,Research Scientist,1,2,1,2799,Travel_Rarely,0,2,3,11,3,3,6,3,2,0,2,1,No
E0675,58,3,Female,5,Divorced,2,Research & Development,Healthcare Representative,3,2,2,10552,Travel_Rarely,1,4,3,13,3,3,24,6,0,0,4,3,No
E0676,31,4,Male,7,Married,3,Sales,Sales Representative,1,2,3,2329,Travel_Rarely,0,2,2,15,3,4,13,7,7,5,2,2,No
E0677,35,1,Female,21,Married,1,Research & Development,Healthcare Representative,2,3,4,4014,Travel_Rarely,1,4,4,25,4,1,10,10,6,0,7,2,No
E0678,49,2,Female,,Married,4,Research & Development,Laboratory Technician,3,3,2,7403,Travel_Rarely,1,3,1,11,3,2,29,26,9,1,7,3,No
E0679,48,4,Male,20,Married,4,Research & Development,Research Scientist,1,3,3,2259,Travel_Rarely,2,1,4,17,3,2,13,0,0,0,0,2,No
E0680,31,2,Female,20,Married,1,Sales,Sales Executive,2,3,3,6932,Non-Travel,1,4,4,13,3,2,9,9,8,0,0,2,No
E0681,36,4,Male,7,Single,2,Research & Development,Research Scientist,1,3,4,4678,Travel_Rarely,0,3,2,18,3,3,8,6,2,0,1,6,No
E0682,38,3,Female,1,Married,1,Research & Development,Research Director,3,3,1,13582,Travel_Rarely,1,2,4,13,3,3,15,15,12,5,11,3,No
E0683,32,3,Female,1,Married,6,Research & Development,Laboratory Technician,1,2,2,2332,Non-Travel,0,3,3,20,4,3,5,3,0,0,2,3,No
E0684,25,2,Male,19,Married,1,Sales,Sales Representative,1,2,2,2413,Travel_Rarely,3,3,3,18,3,3,1,1,0,0,0,2,Yes
E0685,40,4,Male,10,Divorced,2,Sales,Sales Executive,3,2,2,9705,Travel_Rarely,1,2,1,12,3,2,11,1,0,0,0,2,No
E0686,26,3,Male,1,Single,1,Sales,Sales Executive,2,2,1,4294,Travel_Frequently,0,2,3,12,3,3,7,7,7,0,7,2,No
E0687,41,3,Male,6,Single,2,Research & Development,Laboratory Technician,1,3,1,4721,Travel_Rarely,0,3,4,13,3,3,20,18,13,2,17,3,No
E0688,36,4,Male,2,Single,4,Research & Development,Laboratory Technician,1,3,3,2519,Travel_Rarely,0,3,3,21,4,3,16,11,8,3,9,6,No
E0689,19,3,Male,21,Single,1,Sales,Sales Representative,1,2,2,2121,Travel_Rarely,0,2,4,13,3,4,1,1,0,0,0,3,Yes
E0690,20,3,Male,4,Single,1,Research & Development,Laboratory Technician,1,3,1,2973,Travel_Rarely,0,2,1,19,3,3,1,1,0,0,0,2,Yes
E0691,31,3,Female,12,Married,0,Research & Development,Healthcare Representative,2,3,4,5855,Travel_Rarely,2,3,4,11,3,1,10,9,7,8,5,2,No
E0692,40,4,Male,9,Divorced,8,Research & Development,Research Scientist,1,3,2,3617,Travel_Frequently,1,4,4,14,3,3,3,1,1,0,0,2,No
E0693,32,4,Female,3,Married,1,Research & Development,Manufacturing Director,2,3,,6725,Travel_Rarely,1,3,3,12,3,4,8,8,7,6,3,2,No
E0694,36,1,Male,3,Married,1,Sales,Sales Executive,3,2,4,10325,Travel_Rarely,1,1,3,11,3,3,16,16,7,3,7,6,Yes
E0695,33,3,Female,1,Single,0,Research & Development,Healthcare Representative,2,2,4,6949,Travel_Rarely,0,1,2,14,3,3,6,5,0,1,4,3,No
E0696,37,4,Male,1,Married,5,Sales,Sales Executive,3,2,3,10609,Travel_Rarely,0,3,1,11,3,1,17,14,1,11,7,2,Yes
E0697,45,2,Male,4,Married,1,Research & Development,Laboratory Technician,2,3,2,4447,Non-Travel,0,2,3,12,3,2,9,9,7,0,8,5,No
E0698,29,3,Female,20,Married,1,Sales,Sales Representative,1,3,4,2157,Travel_Frequently,1,2,3,15,3,3,3,3,1,0,2,5,No
E0699,35,3,Female,18,Married,1,Sales,Sales Executive,2,3,3,4601,Travel_Rarely,0,2,3,16,3,3,5,5,2,1,0,3,No
E0700,52,2,Male,1,Married,2,Research & Development,Manager,4,3,4,17099,Travel_Rarely,1,2,4,15,3,2,26,9,8,7,8,2,No
E0701,58,3,Male,2,Single,4,Research & Development,Research Scientist,1,3,3,2479,Travel_Rarely,0,1,4,24,4,3,7,1,0,0,0,4,Yes
E0702,53,2,Male,2,Divorced,6,Sales,Manager,4,3,3,14852,Travel_Rarely,1,3,3,13,3,4,22,17,13,15,2,3,No
E0703,30,2,Male,8,Divorced,5,Sales,Sales Executive,3,3,3,7264,Travel_Rarely,1,1,3,11,3,4,10,8,4,7,7,2,No
E0704,38,3,Female,10,Single,1,Sales,Sales Executive,2,3,4,5666,Non-Travel,0,2,3,13,3,3,6,5,3,1,3,1,No
E0705,35,4,Male,3,Divorced,6,Sales,Sales Executive,3,3,4,7823,Travel_Rarely,1,2,4,13,3,3,12,10,9,0,8,2,No
E0706,39,5,Male,2,Single,0,Sales,Sales Executive,3,4,3,7880,Travel_Rarely,0,4,1,18,3,3,9,8,7,0,7,3,No
E0707,40,3,Female,24,Single,4,Sales,Sales Executive,4,4,2,13194,Non-Travel,0,4,2,16,3,2,22,1,0,0,0,2,Yes
E0708,47,4,Male,16,Divorced,1,Research & Development,Manufacturing Director,2,4,3,5067,Travel_Frequently,0,3,3,19,3,4,20,19,10,2,7,3,No
E0709,36,4,Male,8,Divorced,4,Sales,Sales Executive,2,3,4,5079,Non-Travel,2,4,1,13,3,3,12,7,7,0,7,3,No
E0710,31,2,Male,9,Single,0,Research & Development,Research Scientist,1,2,1,2321,Non-Travel,0,1,3,22,4,3,4,3,2,1,2,0,Yes
E0711,33,3,Male,17,Single,1,Sales,Manager,4,3,3,17444,Non-Travel,0,4,4,11,3,3,10,10,8,6,0,2,No
E0712,29,3,Female,10,Single,6,Research & Development,Research Scientist,1,2,1,2404,Travel_Rarely,0,3,4,20,4,3,3,0,0,0,0,5,Yes
E0713,33,1,Female,13,Single,3,Research & Development,Research Scientist,1,3,4,3452,Travel_Rarely,0,1,2,18,3,3,5,3,2,0,2,4,No
E0714,45,4,Female,1,Divorced,3,Research & Development,Laboratory Technician,1,3,4,2270,Travel_Rarely,2,4,4,14,3,3,8,5,3,0,2,2,No
E0715,50,2,Male,1,Divorced,9,Research & Development,Research Director,4,3,4,17399,Travel_Rarely,1,3,4,22,4,2,32,5,4,1,3,1,No
E0716,33,4,Female,1,Married,1,Research & Development,Healthcare Representative,2,4,2,5488,Travel_Frequently,1,1,3,13,3,3,6,6,5,1,2,2,No
E0717,41,3,Male,9,Divorced,2,Research & Development,Research Director,5,3,3,19419,Travel_Frequently,1,2,1,17,3,4,21,18,16,0,11,2,No
E0718,27,4,Female,16,Married,9,Research & Development,Laboratory Technician,1,3,2,2811,Travel_Rarely,1,2,3,14,3,3,4,2,2,2,2,2,No
E0719,45,2,Male,23,Married,1,Research & Development,Laboratory Technician,2,3,1,3633,Non-Travel,1,3,4,15,3,3,9,9,8,0,8,2,No
E0720,47,2,Female,4,Single,1,Sales,Sales Executive,2,3,4,4163,Travel_Rarely,0,3,4,17,3,3,9,9,0,0,7,0,No
E0721,30,3,Female,22,Married,4,Research & Development,Research Scientist,1,3,,2132,Travel_Rarely,0,2,1,11,3,3,7,5,2,0,1,2,Yes
E0722,50,3,Male,24,Married,3,Research & Development,Manufacturing Director,4,3,3,13973,Travel_Rarely,1,4,4,18,3,3,22,12,11,1,5,2,No
E0723,38,1,Male,10,Married,0,Research & Development,Research Scientist,1,3,3,2684,Travel_Frequently,1,2,3,17,3,2,3,2,1,0,2,0,No
E0724,46,2,Male,7,Divorced,6,Research & Development,Manufacturing Director,3,3,3,10845,Travel_Rarely,1,2,4,13,3,3,13,8,7,0,7,3,No
E0725,24,1,Female,17,Divorced,1,Research & Development,Manufacturing Director,2,2,3,4377,Travel_Rarely,2,2,4,15,3,3,5,4,2,3,2,6,No
E0726,35,4,Male,14,Divorced,1,Research & Development,Laboratory Technician,1,2,2,3743,Travel_Rarely,1,4,3,24,4,1,5,4,2,0,2,2,Yes
E0727,31,1,Female,1,Married,1,Research & Development,Manufacturing Director,2,3,1,4148,Travel_Frequently,1,3,3,12,3,3,4,4,3,0,3,1,No
E0728,18,2,Male,5,Single,1,Research & Development,Research Scientist,1,3,4,1051,Non-Travel,0,4,2,15,3,3,0,0,0,0,0,2,No
